IN,676553,Kadampuzha,Kerala,13,Malappuram,592,Tirur,10.9468,76.0201,3
IN,676553,Kallarmangalam,Kerala,13,Malappuram,592,Tirur,10.9479,76.0252,4
IN,676553,Pathayakallu,Kerala,13,Malappuram,592,Tirur,10.9468,76.0201,3
IN,676561,Chennara,Kerala,13,Malappuram,592,Tirur,10.8395,75.9258,4
IN,676561,Muttanur,Kerala,13,Malappuram,592,Tirur,11.1321,76.1558,4
IN,676553,Marakkara,Kerala,13,Malappuram,592,Tirur,10.9457,76.0151,4
IN,676561,Mangalam-MLP,Kerala,13,Malappuram,592,Tirur,10.8496,75.9159,4
IN,676562,Kuttayi,Kerala,13,Malappuram,592,Tirur,10.8491,75.9014,4
IN,676553,Karekkad,Kerala,13,Malappuram,592,Tirur,10.9468,76.0201,3
IN,676562,Padinharekkara,Kerala,13,Malappuram,592,Tirur,10.8491,75.9014,3
IN,679321,Angadipuram,Kerala,13,Malappuram,592,Perinthalmanna,10.9764,76.2011,4
IN,679321,Pariyapuram,Kerala,13,Malappuram,592,Perinthalmanna,10.9416,76.2758,4
IN,679321,Puzhakkattiri,Kerala,13,Malappuram,592,Perintalmanna,10.9787,76.1538,4
IN,676552,Edayur,Kerala,13,Malappuram,592,Tirur,10.9349,76.112,4
IN,676561,Kavancheri,Kerala,13,Malappuram,592,Tirur,11.2101,75.7858,3
IN,679321,Aripra,Kerala,13,Malappuram,592,Perinthalmanna,10.9951,76.1706,4
IN,679321,Ramapuram,Kerala,13,Malappuram,592,Perinthalmanna,10.9993,76.1385,4
IN,679321,Kadungapurm,Kerala,13,Malappuram,592,Perinthalmanna,10.9777,76.1887,3
IN,679321,Puthanangadi,Kerala,13,Malappuram,592,Perinthalmanna,10.9777,76.1887,3
IN,679321,Cherakkaparamba,Kerala,13,Malappuram,592,Perinthalmanna,10.9754,76.1924,4
IN,679321,Tirurkad,Kerala,13,Malappuram,592,Perinthalmanna,10.9777,76.1887,3
IN,679322,Perintalmanna,Kerala,13,Malappuram,592,Perinthalmanna,10.9772,76.2254,4
IN,679322,Kunnappally,Kerala,13,Malappuram,592,Perintalmanna,10.974,76.2487,3
IN,679322,Amminikkad,Kerala,13,Malappuram,592,Perinthalmanna,10.9708,76.2719,4
IN,679322,Pathaikara,Kerala,13,Malappuram,592,Perintalmanna,10.974,76.2487,3
IN,679323,Chelakkad,Kerala,13,Malappuram,592,Perinthalmanna,10.916,76.2088,4
IN,679322,Ponniyakurissi,Kerala,13,Malappuram,592,Perinthalmanna,10.974,76.2487,3
IN,679323,Chemmalasseri,Kerala,13,Malappuram,592,Perinthalmanna,10.916,76.2088,3
IN,679324,Vadakkangara,Kerala,13,Malappuram,592,Perintalmanna,11.0187,76.1513,4
IN,679323,Valapuram,Kerala,13,Malappuram,592,Perinthalmanna,10.916,76.2088,3
IN,679323,Pulamanthole,Kerala,13,Malappuram,592,Perintalmanna,10.916,76.2088,3
IN,679324,Koottil,Kerala,13,Malappuram,592,Perinthalmanna,11.0312,76.1614,3
IN,679324,Kadannamanna,Kerala,13,Malappuram,592,Perinthalmanna,11.0372,76.1604,4
IN,679324,Vallikkapatta,Kerala,13,Malappuram,592,Perinthalmanna,11.0312,76.1614,3
IN,679324,Mankada,Pallippuram,Kerala,13,Malappuram,592,Perinthalmanna,11.0312,76.1614,3
IN,679325,Kizhattur,Kerala,13,Malappuram,592,Perintalmanna,11.0531,76.2518,4
IN,679324,Vellila,Kerala,13,Malappuram,592,Perinthalmanna,11.055,76.1484,4
IN,679325,Mannarmala,Kerala,13,Malappuram,592,Perinthalmanna,11.0075,76.2528,4
IN,679325,Valambur,Kerala,13,Malappuram,592,Perintalmanna,11.0081,76.2111,4
IN,679325,Pattikkad,Kerala,13,Malappuram,592,Perintalmanna,11.0201,76.2356,4
IN,679325,Chemmaniyode,Kerala,13,Malappuram,592,Perinthalmanna,11.0222,76.2378,3
IN,679324,Mankada,Kerala,13,Malappuram,592,Perintalmanna,11.0139,76.1854,4
IN,679325,Poonthavanam,Kerala,13,Malappuram,592,Perinthalmanna,11.0222,76.2378,3
IN,679325,Thachinganadam,Kerala,13,Malappuram,592,Perintalmanna,11.0222,76.2378,3
IN,679326,Edayattur,Kerala,13,Malappuram,592,Perinthalmanna,11.0744,76.238,4
IN,679325,Thelakkad,Kerala,13,Malappuram,592,Perinthalmanna,11.0222,76.2378,3
IN,679326,Melattur,(Malappuram),Kerala,13,Malappuram,592,Perintalmanna,11.0641,76.2751,4
IN,679326,Padirikode,Kerala,13,Malappuram,592,Perinthalmanna,11.0692,76.2565,3
IN,679325,Vengoor,Kerala,13,Malappuram,592,Perinthalmanna,11.0222,76.2378,3
IN,679326,Kizhakkumpadam,Kerala,13,Malappuram,592,Perinthalmanna,11.0692,76.2565,3
